edge_id,from_id,from_type,relationship,to_id,to_type,association_class,direction,evidence_strength,evidence_state,context_ids,trigger_ids,source_ids,exact_source_location,rule_id,snapshot_id,confidence_state,strength_if_quantified,unit_if_quantified,created_at,notes
edge-00559,philips-cooking,CATEGORY,USED_IN_CONTEXT,FOOD_CTX_3,CONTEXT,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00560,philips-cooking,CATEGORY,USED_IN_CONTEXT,FOOD_CTX_4,CONTEXT,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00561,philips-cooking,CATEGORY,TRIGGERED_BY,FOOD_TRIG_0,TRIGGER,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00562,philips-cooking,CATEGORY,TRIGGERED_BY,FOOD_TRIG_1,TRIGGER,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00563,philips-cooking,CATEGORY,TRIGGERED_BY,FOOD_TRIG_2,TRIGGER,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00564,philips-cooking,CATEGORY,TRIGGERED_BY,FOOD_TRIG_3,TRIGGER,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00565,philips-cooking,CATEGORY,ENABLES_BEHAVIOR,FOOD_BEH_0,BEHAVIOR,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00566,philips-cooking,CATEGORY,ENABLES_BEHAVIOR,FOOD_BEH_1,BEHAVIOR,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00567,philips-cooking,CATEGORY,ENABLES_BEHAVIOR,FOOD_BEH_2,BEHAVIOR,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00568,philips-cooking,CATEGORY,ENABLES_BEHAVIOR,FOOD_BEH_3,BEHAVIOR,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00569,philips-cooking,CATEGORY,ENABLES_BEHAVIOR,FOOD_BEH_4,BEHAVIOR,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00570,philips-cooking,CATEGORY,CREATES_FRICTION,FOOD_FRIC_0,FRICTION,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00571,philips-cooking,CATEGORY,CREATES_FRICTION,FOOD_FRIC_1,FRICTION,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00572,philips-cooking,CATEGORY,CREATES_FRICTION,FOOD_FRIC_2,FRICTION,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00573,philips-cooking,CATEGORY,CREATES_FRICTION,FOOD_FRIC_3,FRICTION,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00574,philips-cooking,CATEGORY,CREATES_FRICTION,FOOD_FRIC_4,FRICTION,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00575,philips-cooking,CATEGORY,ASSOCIATED_WITH_OUTCOME,FOOD_OUT_0,OUTCOME,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00576,philips-cooking,CATEGORY,ASSOCIATED_WITH_OUTCOME,FOOD_OUT_1,OUTCOME,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00577,philips-cooking,CATEGORY,ASSOCIATED_WITH_OUTCOME,FOOD_OUT_2,OUTCOME,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00578,philips-cooking,CATEGORY,ASSOCIATED_WITH_OUTCOME,FOOD_OUT_3,OUTCOME,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00579,philips-blending,CATEGORY,SERVES_JOB,FOOD_JOB_0,USER_JOB,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00580,philips-blending,CATEGORY,SERVES_JOB,FOOD_JOB_1,USER_JOB,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00581,philips-blending,CATEGORY,SERVES_JOB,FOOD_JOB_2,USER_JOB,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00582,philips-blending,CATEGORY,SERVES_JOB,FOOD_JOB_3,USER_JOB,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00583,philips-blending,CATEGORY,SERVES_JOB,FOOD_JOB_4,USER_JOB,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00584,philips-blending,CATEGORY,ADDRESSES_NEED,FOOD_NEED_0,NEED,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00585,philips-blending,CATEGORY,ADDRESSES_NEED,FOOD_NEED_1,NEED,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00586,philips-blending,CATEGORY,ADDRESSES_NEED,FOOD_NEED_2,NEED,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00587,philips-blending,CATEGORY,ADDRESSES_NEED,FOOD_NEED_3,NEED,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00588,philips-blending,CATEGORY,ADDRESSES_NEED,FOOD_NEED_4,NEED,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00589,philips-blending,CATEGORY,USED_IN_CONTEXT,FOOD_CTX_0,CONTEXT,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00590,philips-blending,CATEGORY,USED_IN_CONTEXT,FOOD_CTX_1,CONTEXT,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00591,philips-blending,CATEGORY,USED_IN_CONTEXT,FOOD_CTX_2,CONTEXT,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00592,philips-blending,CATEGORY,USED_IN_CONTEXT,FOOD_CTX_3,CONTEXT,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00593,philips-blending,CATEGORY,USED_IN_CONTEXT,FOOD_CTX_4,CONTEXT,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00594,philips-blending,CATEGORY,TRIGGERED_BY,FOOD_TRIG_0,TRIGGER,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00595,philips-blending,CATEGORY,TRIGGERED_BY,FOOD_TRIG_1,TRIGGER,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00596,philips-blending,CATEGORY,TRIGGERED_BY,FOOD_TRIG_2,TRIGGER,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00597,philips-blending,CATEGORY,TRIGGERED_BY,FOOD_TRIG_3,TRIGGER,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00598,philips-blending,CATEGORY,ENABLES_BEHAVIOR,FOOD_BEH_0,BEHAVIOR,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00599,philips-blending,CATEGORY,ENABLES_BEHAVIOR,FOOD_BEH_1,BEHAVIOR,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00600,philips-blending,CATEGORY,ENABLES_BEHAVIOR,FOOD_BEH_2,BEHAVIOR,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00601,philips-blending,CATEGORY,ENABLES_BEHAVIOR,FOOD_BEH_3,BEHAVIOR,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00602,philips-blending,CATEGORY,ENABLES_BEHAVIOR,FOOD_BEH_4,BEHAVIOR,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00603,philips-blending,CATEGORY,CREATES_FRICTION,FOOD_FRIC_0,FRICTION,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00604,philips-blending,CATEGORY,CREATES_FRICTION,FOOD_FRIC_1,FRICTION,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00605,philips-blending,CATEGORY,CREATES_FRICTION,FOOD_FRIC_2,FRICTION,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00606,philips-blending,CATEGORY,CREATES_FRICTION,FOOD_FRIC_3,FRICTION,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00607,philips-blending,CATEGORY,CREATES_FRICTION,FOOD_FRIC_4,FRICTION,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00608,philips-blending,CATEGORY,ASSOCIATED_WITH_OUTCOME,FOOD_OUT_0,OUTCOME,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00609,philips-blending,CATEGORY,ASSOCIATED_WITH_OUTCOME,FOOD_OUT_1,OUTCOME,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00610,philips-blending,CATEGORY,ASSOCIATED_WITH_OUTCOME,FOOD_OUT_2,OUTCOME,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00611,philips-blending,CATEGORY,ASSOCIATED_WITH_OUTCOME,FOOD_OUT_3,OUTCOME,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00612,philips-juicing,CATEGORY,SERVES_JOB,FOOD_JOB_0,USER_JOB,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00613,philips-juicing,CATEGORY,SERVES_JOB,FOOD_JOB_1,USER_JOB,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00614,philips-juicing,CATEGORY,SERVES_JOB,FOOD_JOB_2,USER_JOB,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00615,philips-juicing,CATEGORY,SERVES_JOB,FOOD_JOB_3,USER_JOB,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00616,philips-juicing,CATEGORY,SERVES_JOB,FOOD_JOB_4,USER_JOB,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00617,philips-juicing,CATEGORY,ADDRESSES_NEED,FOOD_NEED_0,NEED,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00618,philips-juicing,CATEGORY,ADDRESSES_NEED,FOOD_NEED_1,NEED,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00619,philips-juicing,CATEGORY,ADDRESSES_NEED,FOOD_NEED_2,NEED,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00620,philips-juicing,CATEGORY,ADDRESSES_NEED,FOOD_NEED_3,NEED,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00621,philips-juicing,CATEGORY,ADDRESSES_NEED,FOOD_NEED_4,NEED,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00622,philips-juicing,CATEGORY,USED_IN_CONTEXT,FOOD_CTX_0,CONTEXT,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00623,philips-juicing,CATEGORY,USED_IN_CONTEXT,FOOD_CTX_1,CONTEXT,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00624,philips-juicing,CATEGORY,USED_IN_CONTEXT,FOOD_CTX_2,CONTEXT,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00625,philips-juicing,CATEGORY,USED_IN_CONTEXT,FOOD_CTX_3,CONTEXT,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00626,philips-juicing,CATEGORY,USED_IN_CONTEXT,FOOD_CTX_4,CONTEXT,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00627,philips-juicing,CATEGORY,TRIGGERED_BY,FOOD_TRIG_0,TRIGGER,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00628,philips-juicing,CATEGORY,TRIGGERED_BY,FOOD_TRIG_1,TRIGGER,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00629,philips-juicing,CATEGORY,TRIGGERED_BY,FOOD_TRIG_2,TRIGGER,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00630,philips-juicing,CATEGORY,TRIGGERED_BY,FOOD_TRIG_3,TRIGGER,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00631,philips-juicing,CATEGORY,ENABLES_BEHAVIOR,FOOD_BEH_0,BEHAVIOR,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00632,philips-juicing,CATEGORY,ENABLES_BEHAVIOR,FOOD_BEH_1,BEHAVIOR,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00633,philips-juicing,CATEGORY,ENABLES_BEHAVIOR,FOOD_BEH_2,BEHAVIOR,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00634,philips-juicing,CATEGORY,ENABLES_BEHAVIOR,FOOD_BEH_3,BEHAVIOR,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00635,philips-juicing,CATEGORY,ENABLES_BEHAVIOR,FOOD_BEH_4,BEHAVIOR,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00636,philips-juicing,CATEGORY,CREATES_FRICTION,FOOD_FRIC_0,FRICTION,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00637,philips-juicing,CATEGORY,CREATES_FRICTION,FOOD_FRIC_1,FRICTION,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00638,philips-juicing,CATEGORY,CREATES_FRICTION,FOOD_FRIC_2,FRICTION,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00639,philips-juicing,CATEGORY,CREATES_FRICTION,FOOD_FRIC_3,FRICTION,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00640,philips-juicing,CATEGORY,CREATES_FRICTION,FOOD_FRIC_4,FRICTION,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00641,philips-juicing,CATEGORY,ASSOCIATED_WITH_OUTCOME,FOOD_OUT_0,OUTCOME,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00642,philips-juicing,CATEGORY,ASSOCIATED_WITH_OUTCOME,FOOD_OUT_1,OUTCOME,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00643,philips-juicing,CATEGORY,ASSOCIATED_WITH_OUTCOME,FOOD_OUT_2,OUTCOME,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00644,philips-juicing,CATEGORY,ASSOCIATED_WITH_OUTCOME,FOOD_OUT_3,OUTCOME,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00645,philips-breakfast,CATEGORY,SERVES_JOB,FOOD_JOB_0,USER_JOB,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00646,philips-breakfast,CATEGORY,SERVES_JOB,FOOD_JOB_1,USER_JOB,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00647,philips-breakfast,CATEGORY,SERVES_JOB,FOOD_JOB_2,USER_JOB,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00648,philips-breakfast,CATEGORY,SERVES_JOB,FOOD_JOB_3,USER_JOB,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00649,philips-breakfast,CATEGORY,SERVES_JOB,FOOD_JOB_4,USER_JOB,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
edge-00650,philips-breakfast,CATEGORY,ADDRESSES_NEED,FOOD_NEED_0,NEED,Behavioral,DIRECTED,LOW,INFERRED,,,,,,p1-5-behavior-extension-2026-08-27,LOW,,,2026-08-27,"AI_SUGGESTION (CANDIDATE) -- category-general reasoning, not evidence-derived. "
